GeneID	Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000067533	4.15106,3.67120,2.33906,3.54366,3.75823,4.05029,3.74751,1.41482,1.53747,1.29067,4.00610,3.37596,1.53324,1.80852,1.31135,1.77426,1.62540,1.12987,1.93267,1.45367,4.09290,5.54170,4.22506,4.33163,4.15597,3.52340,2.40678,3.43223,2.95172,3.53410,4.42369,2.37579,2.09256,1.77767,1.30924,3.55355,2.94640,4.80658,5.25340,3.98048,1.35707,2.53054,3.26562,3.38892,3.28887,2.71439,2.75137,1.92873,3.07241,3.80182,4.68621,3.80585,0.21740
ENSG00000240563	0.26317,0.19042,0.30742,0.14812,0.17150,0.14627,0.23468,0.08889,0.11012,0.14163,0.52433,0.56763,0.11119,0.11685,0.09328,0.12082,0.12442,0.15119,0.09623,0.08740,0.28011,0.35481,0.20567,0.49752,0.94452,0.25349,1.51237,0.18806,0.12489,0.16856,0.43695,0.08304,0.04327,0.12041,0.07736,0.74291,0.18744,0.06200,1.83007,0.24188,0.09509,0.26926,0.28270,0.20370,0.19310,0.21347,0.81293,0.12189,5.68747,0.66205,0.18901,0.37062,0.06061
ENSG00000169251	25.51919,21.33218,15.07623,25.60921,25.83962,30.42999,29.04352,10.28168,9.46120,10.19395,18.41360,15.50945,9.03223,10.99898,8.59130,12.08285,11.52149,7.57683,11.31843,10.50008,24.27755,36.58470,41.94094,25.16105,27.99230,18.82205,12.81672,18.22945,17.05822,18.07523,21.04986,15.38201,11.29955,10.53320,16.68645,23.42908,18.52751,13.36063,23.23665,23.13734,12.80573,17.20764,20.37059,18.36877,18.42645,13.59747,11.85730,20.86292,14.51096,21.05280,25.61897,20.96443,1.63078
ENSG00000154548	0.53097,0.66071,0.61071,1.08459,0.93629,0.90577,1.35760,4.01782,4.81060,2.90012,6.90386,5.85631,4.91090,6.37282,3.37096,4.06906,3.81575,2.09255,1.15447,1.83556,0.72322,0.50175,0.36985,1.76864,1.91064,1.16662,0.50766,1.05095,0.51202,1.03263,1.80791,0.37407,0.15136,0.80799,0.32635,0.92514,0.58838,0.23270,1.28886,2.68626,0.47386,4.73473,1.81910,0.61959,0.60634,0.63437,0.49318,0.47374,24.02762,1.65777,1.76177,1.09686,0.21214
ENSG00000161547	142.07351,148.29592,115.93787,143.64937,141.48353,134.86539,139.97240,58.01795,65.09225,65.63255,154.45433,153.17621,72.26391,79.75685,59.45110,72.85956,70.68936,53.63790,79.54348,64.70617,150.51433,153.41212,244.54664,164.02188,177.44210,129.76173,127.32282,126.38058,161.40745,118.48060,163.79825,65.81650,48.47037,98.21954,70.54091,162.19023,129.71230,65.60199,168.00155,163.57691,53.00882,140.43056,145.08063,145.25209,138.96830,140.97421,170.20844,94.42686,154.20440,184.27680,180.74261,169.14580,25.54541
ENSG00000171490	100.94395,91.92529,53.05813,60.02576,65.45221,80.24543,86.78331,20.72087,22.10312,23.66650,51.56435,40.43369,23.72839,27.90383,19.85195,25.14771,27.00367,18.29914,29.75788,24.39459,94.44260,153.33614,194.33180,95.22466,117.95223,70.94188,48.88874,61.55207,64.86994,58.60918,89.00585,36.37703,27.52636,31.72027,22.87218,61.45178,61.32865,107.96827,78.13428,175.33976,50.45678,50.99844,62.10870,79.46113,75.44431,50.47523,50.74476,42.69348,56.62870,60.66587,97.02993,82.23402,14.72184
ENSG00000132676	61.66060,57.38831,64.91329,51.73888,53.76713,52.91273,72.70890,32.46685,32.82535,33.77220,64.61989,60.03608,37.22657,41.55550,33.06815,44.21728,40.82947,28.38777,41.23372,38.64307,63.73237,77.55664,91.52920,60.26396,62.09898,65.20930,53.16430,54.86505,55.46054,58.12217,62.29184,44.81469,46.49686,44.06053,42.90552,65.99096,53.90478,61.89321,62.15380,51.85147,35.62792,70.11110,75.40933,67.92643,70.83331,51.03496,67.93751,47.02023,79.81801,68.49385,65.84339,62.35511,16.99287
ENSG00000137513	9.64570,7.43763,11.11768,7.61059,7.14649,7.68233,9.07690,6.26916,6.70934,5.44343,14.62396,11.42561,6.24034,8.26407,6.39821,7.91479,6.22765,4.72123,7.90645,7.75400,10.06607,12.03958,15.92114,11.42962,14.51406,7.32272,7.40814,6.52687,7.43265,6.89139,9.89097,5.52143,5.60413,7.64072,9.15182,9.56191,8.34110,9.52584,12.13497,15.01626,4.42079,11.21825,11.93962,7.54892,8.03691,6.65013,8.92793,6.36161,12.56701,12.60447,13.67152,10.34265,0.94122
ENSG00000119707	74.21568,55.24795,40.41069,64.35348,59.74089,65.26749,68.69021,21.92359,23.50233,24.41239,110.48285,127.98593,32.85880,28.11226,23.24131,26.08781,26.27431,18.51677,32.37131,24.06763,79.96026,56.31723,84.28956,75.08872,87.46092,64.01064,53.35084,66.91636,48.84204,59.83862,85.03298,25.95960,16.88037,28.74991,23.35305,75.57633,60.81096,29.59056,113.13247,81.80588,35.66144,74.53578,68.24697,65.79935,67.10275,65.92032,61.14941,43.11631,63.30908,94.11914,91.97647,70.70203,6.52017
ENSG00000099817	158.85594,127.89899,110.03869,112.82456,117.86060,128.67843,136.02983,84.85301,115.55803,82.64790,117.42330,123.61448,139.00607,144.86548,99.79163,104.38746,99.24576,78.14915,89.56612,95.84351,127.50581,180.36883,146.96263,123.15886,124.36085,127.69040,94.21491,124.55160,109.10434,131.12243,127.39775,64.60751,56.86299,92.78549,101.29074,112.76039,88.22287,74.56402,122.24143,100.94221,33.32637,78.96158,118.83158,101.72589,110.37619,91.16287,114.52566,70.37805,136.21416,119.05965,121.17086,107.13193,42.79529
ENSG00000132773	7.38821,6.75696,6.33595,7.06263,7.28878,7.02680,8.87425,2.61492,3.14302,3.48438,8.91562,9.74132,4.37983,3.72913,2.69845,3.73155,3.85755,2.72794,3.60526,2.86668,7.88437,7.77862,10.84670,9.69394,10.86192,7.91598,8.01083,7.59980,5.81752,6.94581,9.73581,2.82182,1.92072,5.09950,3.49040,6.83310,6.83992,1.77640,10.21301,9.74254,2.36638,8.77141,10.80537,5.94061,6.52345,8.82881,10.99012,5.49554,22.47206,13.60575,10.63035,8.02686,1.26741
ENSG00000123297	19.70450,18.46231,58.52284,19.38274,19.21028,19.38294,24.55994,13.15746,18.12273,15.73747,34.10326,30.74410,20.94158,24.52203,14.57489,17.34446,18.16781,12.71436,13.23387,13.91322,22.16176,37.11304,35.13618,19.21024,22.02070,21.01525,21.48956,21.68695,20.58193,22.84202,24.45204,15.97311,21.38658,19.06029,20.19007,19.37297,19.29962,24.57052,19.85969,18.55903,8.50192,21.72491,20.72003,22.02335,23.30599,17.52968,19.22942,15.57254,39.90738,23.44483,23.33292,19.06451,2.78259
ENSG00000047410	23.01619,17.73789,14.13772,21.21787,20.41924,24.23879,25.36204,6.48095,6.41960,7.14329,19.68509,19.49485,7.46811,7.56246,6.38637,7.14092,7.87991,5.98885,7.93985,7.05805,19.87655,30.53404,33.10148,17.92174,21.23970,19.15508,15.23119,19.99420,14.79740,19.31050,20.45472,9.03881,6.45136,8.24195,5.86261,20.64892,16.14538,10.32161,22.67292,22.53850,6.86047,17.43389,15.85337,17.14732,19.10800,19.31526,18.75160,11.97452,43.22967,25.52086,23.53767,18.06893,3.97120
ENSG00000124214	44.21069,39.83865,37.79329,55.21185,48.22086,62.77697,60.16633,26.92597,30.77283,26.01818,43.84753,37.08476,28.32358,37.28696,25.14270,26.90119,27.06996,22.06459,37.94590,29.46384,40.94251,59.26266,46.31180,49.77022,50.10393,51.97621,35.15303,45.46642,34.62218,53.29421,51.57775,22.70994,17.36008,28.13400,31.73526,46.85041,35.42498,28.89722,45.13963,35.53443,20.18168,22.56738,40.79949,36.74324,39.77573,32.83065,26.41363,29.25349,38.37707,65.34788,49.65003,40.96617,9.40891
ENSG00000040341	19.72316,16.99610,17.46795,19.76818,19.14185,22.22075,21.30079,23.53471,39.00404,20.63657,40.95170,34.55378,41.68285,59.72800,23.45513,25.61760,25.91754,16.83407,18.82753,22.11866,17.86517,16.06512,22.98303,17.48841,18.68887,17.91195,12.74156,19.38040,20.73248,19.48182,18.45721,23.38029,23.75758,11.99935,8.17554,18.79552,20.36166,34.81832,20.79424,17.42429,5.17059,19.09941,17.69667,14.61394,15.55204,15.67592,12.42912,9.51164,20.40358,19.64718,19.28518,18.60935,4.11690
ENSG00000121486	5.69095,5.46222,8.19202,7.43002,7.49790,7.24277,10.18806,3.93743,4.25739,4.51286,11.14991,9.11265,4.37830,6.05981,4.87844,5.35878,4.87918,3.57538,6.87723,5.10814,5.54488,9.88392,15.65421,5.46248,8.72990,7.14726,5.38575,7.03318,5.29040,7.27180,7.27370,4.72801,4.58935,4.50057,4.28819,6.92378,4.80291,9.53526,8.48913,8.82433,2.29080,9.31296,6.23021,3.54020,3.58124,6.01431,7.41777,4.17244,29.22868,7.63101,8.81287,6.83892,1.80712
ENSG00000165819	46.25694,35.44665,34.45669,43.44990,44.72007,43.55585,49.30961,17.58936,17.03648,21.93922,85.39617,92.75496,24.78196,21.07400,19.12002,19.30949,24.12577,17.81103,26.92284,21.20493,56.74460,40.03370,53.00086,61.99574,64.00289,44.15551,33.83647,40.63517,32.56301,41.42205,68.32184,20.12266,15.62709,25.92688,15.85228,57.45014,43.54434,21.25072,71.47116,69.83875,20.92412,58.43616,67.06663,44.40557,45.50835,44.49114,59.71738,27.58107,67.67852,80.75337,76.95532,58.48190,6.59779
ENSG00000076043	75.22593,70.52757,79.85962,110.07116,99.28316,113.01390,114.75113,18.30918,19.67989,18.55373,35.57590,32.86897,20.17263,22.41470,20.31321,26.66885,20.08877,16.97999,32.02468,29.26514,76.07074,182.57628,7.40309,136.31920,150.62614,123.80157,57.68434,99.86463,84.64964,102.16589,78.57722,69.20044,80.00706,56.58797,25.92962,82.17000,81.01844,31.65948,73.24511,114.63804,26.93209,67.15828,105.16776,78.58963,78.27563,49.68654,68.33087,61.64108,100.12710,60.31387,124.65671,108.05500,5.21180
ENSG00000172590	69.70256,78.60662,92.13151,105.63126,98.17379,85.25792,77.04881,69.10173,69.86777,63.97918,89.13654,83.59207,64.49672,77.42781,68.38573,91.73544,75.36137,60.20383,80.32745,89.81797,79.18080,128.65330,161.52740,86.21680,83.53244,95.84620,79.65629,87.79573,121.72584,86.13283,88.66797,79.57267,77.88501,95.71839,68.52393,94.25696,78.95577,69.74109,92.56305,70.86803,48.13176,86.14553,104.96427,98.71868,98.63574,85.88850,113.31096,82.11671,108.13887,122.07852,100.98834,92.70038,21.71597
ENSG00000065183	5.71367,4.82385,5.80619,3.94006,4.11157,4.90752,5.67621,1.53734,1.78671,1.95456,4.50924,3.75617,1.91217,2.13699,1.67611,2.17638,2.44588,1.48433,1.74444,1.71872,5.24815,15.99562,16.67808,4.92099,6.20099,3.07003,3.03945,3.43127,5.23898,3.83020,7.72657,2.22732,1.56603,1.63644,1.87757,3.78573,4.32321,4.86304,5.07343,4.66355,2.20675,3.88425,3.22405,4.29869,4.63468,3.07425,3.44329,3.02543,9.46684,4.26971,5.32343,4.59651,0.41433
ENSG00000158435	19.29148,17.51133,20.32803,20.27981,20.70129,16.61734,29.49011,8.44712,9.06956,8.29966,19.02471,19.32074,11.99929,11.83700,9.28467,10.75303,9.00215,6.53911,10.52318,9.39718,20.34594,28.07183,46.88564,19.19172,25.80263,24.26453,27.65596,22.76008,33.53592,23.91519,26.77735,14.96719,14.77418,19.28067,14.52890,23.49218,23.50557,16.53920,20.31355,18.65523,14.25848,19.35466,26.61893,22.26091,22.09620,30.44139,33.64042,22.44242,37.27873,23.55422,25.38955,23.68738,6.57216
ENSG00000087995	5.33705,5.31164,5.96692,6.02068,5.76758,5.31433,5.85112,3.67431,4.71405,3.92151,7.55897,6.87387,4.47766,4.95957,3.51324,4.36463,4.24291,2.99210,4.15205,3.58095,5.74337,9.03178,10.85840,5.59438,6.18466,5.46324,6.02027,5.39137,6.48834,5.36612,7.01427,3.87613,3.50927,3.86934,3.80180,6.07034,5.79179,3.64009,6.96571,5.96885,2.93498,5.51862,6.23036,6.07936,5.97225,5.07312,4.66425,4.32664,8.39671,6.49022,6.95043,5.94135,0.82459
ENSG00000165055	9.69496,9.28271,8.33779,9.36854,9.20754,9.02637,10.26259,5.56363,6.77664,5.61675,13.20117,11.60879,6.27651,7.42784,5.72332,6.82863,6.58415,4.48326,6.35084,5.99984,9.96580,17.25345,19.00393,10.75400,10.18355,8.42942,8.39917,8.54158,9.88551,8.51953,11.84357,5.32014,4.33689,5.05678,5.35612,9.91045,8.41862,6.33556,12.04475,9.62931,4.44946,9.07222,9.77659,9.82101,9.90474,7.67982,8.09502,6.41037,9.29753,10.19261,11.77116,9.70920,1.49728
ENSG00000162664	19.86415,15.80019,13.25957,14.50104,14.67352,15.82552,18.97537,18.26286,12.37705,13.38158,22.72138,23.61640,12.51754,13.33603,19.88396,18.05690,13.11168,14.03811,50.88496,27.91477,19.93911,22.28135,18.71765,21.44478,23.12370,17.39738,17.46860,15.05541,20.12850,14.73585,17.96050,9.35026,5.74979,7.31063,10.07345,16.32873,19.75295,8.26445,29.55541,28.67393,11.07251,18.57076,18.81554,14.60806,15.86238,18.91272,11.31414,11.25904,19.43859,22.55293,26.23530,23.58663,0.90169
ENSG00000105127	26.33517,18.37524,17.10740,17.65245,17.98191,23.89965,27.79467,6.51677,7.53752,8.71344,24.92043,25.19790,10.96653,9.89941,6.91353,7.24865,7.79184,6.92670,7.30287,6.29126,26.04172,17.07422,19.47718,23.45963,28.53655,21.30150,19.15403,20.40069,16.86115,19.86343,30.66481,8.63543,7.36868,12.93717,8.98024,21.47560,17.80105,14.53717,29.09044,26.12381,8.99069,19.35095,24.42503,22.26237,25.30504,21.83491,27.84000,13.72548,22.68263,25.68437,29.88928,22.54353,3.98612
ENSG00000011243	58.89952,43.77801,70.50126,61.91463,57.55155,63.91295,64.86714,34.40405,40.60564,42.07824,175.44122,190.52462,54.87413,45.02474,38.63240,40.62783,45.72138,37.10543,42.90455,30.28624,63.19666,30.44587,42.12164,68.95951,110.35020,74.20365,45.16946,61.39139,38.85531,54.99444,73.45567,34.80449,24.16615,52.20462,33.50396,70.61492,48.84795,37.83841,93.88115,73.84164,24.59076,121.63579,106.18013,57.52168,63.03840,60.61529,84.49114,40.43367,132.43905,120.53853,83.68892,70.75280,23.25694
ENSG00000164587	1505.92081,1329.53472,879.28484,1360.16432,1372.15971,1541.97912,1499.37307,607.62900,482.02592,425.41578,556.06017,487.02631,456.11812,524.14686,509.50651,537.16402,550.57366,400.48719,637.42586,584.18855,1720.78598,1988.55481,2651.63617,1705.61863,1978.21761,1326.89245,1112.40890,1344.58321,1316.36762,1211.04240,1578.87555,548.15745,422.44663,721.57989,451.77797,1170.36752,1165.55600,735.06149,1439.08852,2625.50740,1017.49254,1038.59678,1367.45651,2177.47242,2197.51613,1084.53870,1429.52652,911.50649,568.78267,1335.89170,1822.65249,1743.81365,291.44236
ENSG00000066044	27.37631,25.96570,25.91242,29.93594,29.89961,35.48024,36.00419,9.69395,11.01974,10.04531,25.71075,22.07201,9.67555,12.01371,10.01090,10.89686,11.81869,8.04850,11.89532,9.62934,26.76098,48.15963,63.73070,30.45271,34.26870,27.28424,22.27143,28.08686,24.92281,30.32620,33.25006,17.85902,11.98352,17.16568,10.43873,27.96426,23.89708,18.06700,32.79044,30.07287,9.57925,22.47478,25.47576,22.69842,24.36043,20.81968,21.90900,14.64943,64.78204,28.72395,36.06776,27.50749,4.15526
ENSG00000107105	1.33961,1.11632,0.89652,1.48400,1.18690,1.34351,1.44462,6.34084,14.08007,3.89626,21.22042,13.58894,12.70852,26.23941,5.48642,17.10924,3.31803,3.08773,2.03619,8.95072,1.41968,0.88909,0.78353,1.78938,1.53862,1.29468,1.04218,1.32827,0.87891,1.19344,2.34426,0.43616,0.24728,0.63109,0.67788,1.50428,1.16919,0.30819,1.82870,1.94858,0.42025,2.78078,1.48884,1.49320,1.46806,1.13915,1.19291,0.75143,20.97508,1.42032,1.84706,1.69990,0.26331
ENSG00000196361	0.08451,0.06613,0.21406,0.07645,0.06310,0.09289,0.04006,33.12962,45.68203,33.52475,200.47291,177.25600,53.11685,56.25103,43.70255,39.07563,36.64041,30.86471,59.18492,35.06097,0.06302,0.03518,0.18236,0.04657,0.08540,0.71533,0.28958,0.20263,0.05404,0.23446,0.05950,0.12957,0.26108,0.07858,0.03616,0.21435,0.07721,0.07063,0.12516,0.08342,0.04391,7.29015,0.31814,0.08029,0.08026,0.23788,0.09569,0.13838,1.48901,0.11715,0.14862,0.10218,0.04569
ENSG00000162374	0.04928,0.03452,0.07454,0.05787,0.06116,0.04242,0.08102,7.71209,15.63140,1.13571,16.93900,10.58481,19.56008,36.69310,9.73845,13.80315,1.19179,0.85790,1.93919,7.26000,0.05877,0.01343,0.05057,0.01887,0.03715,1.49250,0.52255,0.22786,0.03938,0.30104,0.04747,0.11063,0.01684,0.02168,0.02349,0.05252,0.06522,0.01619,0.05038,0.01699,0.29697,4.63835,0.07170,0.06423,0.07130,0.38030,0.03662,0.09276,11.23002,0.05148,0.01526,0.04301,0.00907
ENSG00000100941	57.47026,54.35711,43.60919,67.02885,60.87892,68.92621,70.79363,27.72420,28.41349,30.02439,103.75825,96.05824,31.31299,29.20052,29.59286,32.89780,32.60722,27.85551,44.19853,33.21334,64.50643,51.94277,100.49319,78.50427,89.96916,79.65476,63.37874,73.38035,57.33565,66.66092,92.51398,26.07589,18.98607,41.82807,45.25065,69.41937,58.31734,27.64475,90.33198,89.06791,29.47966,107.20690,95.48950,62.83207,60.86792,80.74275,93.79613,47.65512,83.64834,109.34382,117.19534,80.95271,8.49357
ENSG00000183258	53.44663,44.34452,41.24271,47.25699,46.68107,41.56303,40.68588,34.12906,50.84003,39.97462,81.53270,90.49329,59.21649,56.32171,42.33864,36.59367,46.28325,32.54473,28.33109,30.45968,53.60966,59.54731,92.51260,54.59192,58.01437,37.37074,40.32637,42.51231,50.82424,36.99912,55.98346,20.21149,13.74250,40.70734,22.57743,56.93102,47.73982,19.63790,67.67247,61.76258,20.09636,56.75836,62.78570,59.72418,61.84962,44.20618,64.71012,32.43424,68.12085,75.88510,60.58078,54.96710,20.78164
ENSG00000105576	39.96316,29.86524,36.65275,37.42387,35.44675,40.11709,45.18617,45.74107,67.37095,41.58454,78.28704,88.93743,70.22268,68.87964,41.66142,39.27649,51.57078,33.93091,32.07664,33.54459,38.28196,44.17269,43.33175,51.33842,51.59306,40.71452,30.76868,43.81911,34.80611,43.63368,58.34293,17.84506,12.62092,19.53498,10.57914,39.17064,29.09449,16.31277,52.39368,63.23818,11.24593,54.68636,44.94435,51.93357,57.29397,31.99078,34.52714,20.76703,62.58769,48.74814,58.91189,44.47100,4.49020
ENSG00000083312	21.56661,17.92638,19.86492,22.09158,21.36501,22.17354,22.90192,7.29208,6.79362,7.23934,14.98554,13.32834,6.39606,7.85189,7.77230,9.25624,7.32985,6.04344,12.46775,8.45283,18.71647,72.95400,36.06825,19.56172,21.08314,18.50467,14.87519,16.26823,17.28581,16.20340,19.10849,10.00311,7.05766,8.96629,6.33092,18.75189,18.31345,14.02726,20.42667,18.95174,9.48166,23.76410,17.45200,11.93029,12.60295,15.49318,12.67524,11.80024,30.94832,27.72455,24.20287,19.95068,3.90034
ENSG00000169972	9.18257,9.43357,13.76362,9.72450,10.31155,9.15262,18.60258,6.38531,8.46925,5.97498,18.55026,18.41869,10.53854,9.18509,7.41805,6.71026,6.06667,5.72084,7.38921,6.29186,11.67240,18.53465,12.04803,20.12304,18.63786,10.67954,10.21888,11.72427,22.79635,11.02810,16.58936,6.48647,4.57282,7.76391,6.21123,12.20762,16.57551,4.43609,11.14323,12.58389,7.23519,25.01572,16.53484,22.66163,23.13982,10.28092,12.73599,9.97168,19.24790,11.95214,18.67127,18.33001,3.31389
ENSG00000184898	5.17310,3.15310,7.17309,5.09870,5.49795,5.46029,5.41148,1.58748,1.40642,1.80319,1.01195,1.16271,1.17472,1.44526,1.39227,1.66976,2.02394,1.30912,1.48182,1.57047,4.90754,8.18215,4.15557,4.07591,7.39833,4.71568,2.55417,3.58383,2.21639,3.33736,8.13786,1.14662,0.66130,2.66795,1.73416,4.09443,3.02880,0.89449,8.81685,7.53258,1.56601,4.28705,3.99901,3.44771,3.51742,3.59516,4.72265,2.10672,3.11555,6.87134,6.71879,4.29808,0.58651
ENSG00000197114	19.98788,17.55909,20.39243,21.16616,20.59840,20.32029,24.77399,8.09997,9.40020,9.87658,33.07506,34.71767,12.17578,11.92770,8.83467,9.79393,9.67969,8.77014,9.60523,9.01164,21.30471,14.86633,17.10752,25.82782,25.93225,22.66801,19.82290,21.35729,18.98788,20.60541,27.71863,9.76085,8.07994,16.75813,29.44024,23.88436,18.80036,8.49117,23.69522,19.02968,8.11839,23.93964,26.74893,21.76734,23.21119,21.40500,32.53389,14.62399,36.92645,26.55720,27.76740,22.35873,10.65064
ENSG00000139218	28.04461,24.04162,15.52723,26.72828,24.59536,27.99813,27.44620,10.12717,11.65431,10.60071,24.01469,25.75958,12.54200,13.38385,9.89896,12.88598,12.51560,8.98300,14.98835,12.41747,26.68709,38.88551,48.98455,28.92976,30.81300,20.41738,17.74172,21.04775,20.53743,21.01708,29.95092,14.40613,10.49119,11.05286,9.51985,27.13427,22.57145,17.82406,34.36060,34.67888,10.18200,19.65263,22.34799,19.97317,19.88567,21.37942,18.06077,13.12388,37.24864,30.82098,33.51912,27.14283,5.41955
ENSG00000168883	34.10476,26.01489,20.11575,32.20945,31.66140,36.37438,40.30124,13.24118,15.00148,14.84693,26.29477,26.29276,17.63991,16.88898,13.50943,15.52427,15.95579,12.28407,17.90646,14.86941,31.62955,38.84807,35.86425,34.60278,35.81260,32.29695,24.46347,32.52262,24.41154,34.05623,33.09422,15.39776,13.05619,17.32383,9.72724,35.12286,24.30742,31.09236,36.85965,28.04791,9.26272,23.74328,30.06603,28.27024,31.56137,24.25616,27.47476,18.61884,33.14198,34.06397,37.52266,30.75506,9.48906
ENSG00000172809	1371.56465,1280.21575,887.07587,1222.54853,1259.98306,1397.62468,1259.93200,900.75760,785.50264,590.51365,830.98635,736.64090,742.60592,832.67156,812.33090,761.48153,703.64491,589.39129,1126.32670,955.71780,1436.96680,1807.19743,2342.33370,1719.40792,1749.87120,1352.91018,920.27567,1248.53246,1092.10929,1202.30338,1357.47540,673.44896,539.00688,640.71923,428.74866,1102.60799,949.44894,1151.54967,1451.91575,2852.74235,713.81765,1006.98454,1141.50887,1632.97118,1614.28096,934.41682,1285.64459,683.45214,1102.49910,1160.13886,1716.56443,1532.77405,307.23372
ENSG00000134440	54.69942,41.52320,57.26543,56.53784,52.76179,63.18155,72.02872,34.51483,48.13572,42.85968,86.91023,65.84268,46.70386,71.03629,37.97744,44.51188,43.93973,32.84964,45.65302,42.56011,51.20578,135.32532,70.71270,55.65713,53.59542,50.69790,61.15400,54.44657,58.32060,58.74528,59.57136,36.91673,34.06596,41.94688,21.02214,52.74098,55.92845,56.16206,50.11253,44.21971,20.77233,42.06145,47.52304,46.42269,48.96573,50.85137,39.41708,46.26217,35.44836,62.26879,53.52609,50.88021,6.78100
ENSG00000105193	1870.75297,1878.88404,1009.06009,1803.37231,1764.59026,1891.73446,1971.51284,497.38995,409.71904,508.28500,687.86976,654.47898,423.11901,456.29711,492.33161,516.46316,603.60674,482.85875,752.31884,633.17092,1988.52364,2483.80784,3232.70373,2660.63567,2600.33569,2090.78883,1405.35700,1870.67749,1661.33209,1785.23743,2084.74222,853.84308,649.32047,948.85600,630.99420,1707.57012,1384.04008,1172.91664,1878.06308,4274.76691,1152.43628,1106.85369,1697.38224,2303.56282,2233.30474,1426.70169,1888.04213,1183.23539,674.29271,1599.04387,2674.48051,2209.84470,392.10804
ENSG00000104859	73.45334,60.96657,48.29584,74.61061,73.24968,73.67847,82.47759,35.50538,33.67991,38.23889,111.99227,127.84548,57.63426,40.41007,44.55981,45.30161,36.30526,36.45873,84.41862,48.87471,89.69121,31.16589,49.70150,86.69600,102.96929,85.26599,65.31236,74.65403,56.59887,67.72748,95.05234,31.88178,19.67188,45.95400,48.06177,90.53097,68.74196,35.23372,108.40686,111.35753,35.00425,136.64617,121.21620,89.01478,93.01406,82.24458,118.44612,56.94312,127.64167,122.14224,107.42655,100.15189,28.16223
ENSG00000170889	1414.22052,1324.72933,1019.39240,1146.38992,1239.32282,1156.95778,1252.16354,509.66253,386.75378,396.86630,481.13502,452.01775,387.82085,413.16771,463.27497,493.18839,512.19930,393.58690,797.31208,631.58123,1617.98395,1659.25312,1851.53499,1776.78728,1923.72480,1208.81647,970.15397,1196.24958,1287.78615,1077.88233,1537.07103,550.17177,375.03885,774.42619,555.13865,1281.14718,1110.24673,594.64113,1360.85491,2860.24422,1105.82002,912.01332,1434.61737,1963.82852,1880.21093,981.63909,1529.66471,929.07841,615.98568,1267.76060,1680.64467,1609.39561,514.03198
ENSG00000100038	17.02436,13.11717,14.26022,14.03896,13.47849,12.34095,17.62983,5.30606,5.93167,7.34108,27.05070,32.28310,9.94486,7.71583,6.39532,6.03302,7.95143,6.02890,8.64514,7.00924,17.40050,13.14912,19.32532,21.11686,33.45580,16.28118,17.08157,15.31184,16.89339,14.67792,16.85557,7.79399,6.21738,12.99363,10.34993,22.10206,18.03127,6.58423,29.16151,30.25264,7.02716,24.03301,27.62516,19.83776,22.67640,18.78267,31.35586,12.40258,24.16469,26.87834,31.19460,25.41444,6.83763
ENSG00000170935	0.00000,0.00000,0.97699,0.00000,0.00000,0.00000,0.10092,0.14276,0.07550,0.08231,0.22837,0.18024,0.11516,0.10001,0.12430,0.06552,0.06403,0.09349,0.09078,0.09619,0.09406,0.00000,0.00000,0.00000,0.25057,0.00000,0.00000,0.00000,0.00000,0.00000,0.24898,0.00000,0.00000,0.00000,0.00000,0.00000,0.20104,0.10760,0.05874,0.37487,0.10592,0.10254,0.05323,0.00000,0.00000,0.00000,0.00000,0.00000,5.24071,0.00000,0.00000,0.00000,0.00000
ENSG00000114503	42.62130,40.83723,43.20764,38.27550,41.21815,38.80331,53.08766,36.95076,39.59828,42.69300,63.68750,51.31448,35.05573,44.26999,34.64494,40.61362,46.10029,32.70695,39.51699,37.62300,40.96104,76.61226,90.22053,36.96743,46.28166,44.83677,37.34856,43.24041,30.50819,45.23876,48.12637,19.41371,14.35723,26.68362,14.07938,39.00594,30.46522,23.08845,47.55121,40.88733,14.19823,37.73490,42.47091,30.80056,29.89652,38.36161,40.15075,24.34960,45.20959,46.29684,45.15117,36.09008,4.25873
